strap,landUnitValue,landUnitType,landClass,landClassDscr,GIS_sqft,GIS_acreage,status_cd
R0094997,6061.0,SF,1112.0,SINGLE FAM.RES.-LAND,6061,0.139,A 
R0094998,6809.0,SF,1112.0,SINGLE FAM.RES.-LAND,6809,0.156,A 
R0095004,7573.0,SF,1112.0,SINGLE FAM.RES.-LAND,7573,0.174,A 
R0095005,9132.0,SF,1112.0,SINGLE FAM.RES.-LAND,9132,0.21,A 
R0095008,8106.0,SF,1112.0,SINGLE FAM.RES.-LAND,8106,0.186,A 
R0095011,7717.0,SF,1112.0,SINGLE FAM.RES.-LAND,7717,0.177,A 
R0095014,6887.0,SF,1112.0,SINGLE FAM.RES.-LAND,6887,0.158,A 
R0095022,6029.0,SF,1112.0,SINGLE FAM.RES.-LAND,6029,0.138,A 
R0095033,7371.0,SF,1112.0,SINGLE FAM.RES.-LAND,7371,0.169,A 
R0095036,7106.0,SF,1112.0,SINGLE FAM.RES.-LAND,7106,0.163,A 
R0095041,10734.0,SF,1112.0,SINGLE FAM.RES.-LAND,10734,0.246,A 
R0095044,8152.0,SF,1112.0,SINGLE FAM.RES.-LAND,8152,0.187,A 
R0095047,7358.0,SF,1112.0,SINGLE FAM.RES.-LAND,7358,0.169,A 
R0095048,6916.0,SF,1112.0,SINGLE FAM.RES.-LAND,6916,0.159,A 
R0095154,1.98,AC,1112.0,SINGLE FAM.RES.-LAND,85943,1.973,A 
R0095159,35.0,AC,1112.0,SINGLE FAM.RES.-LAND,1495655,34.336,A 
R0095167,11255.0,SF,1112.0,SINGLE FAM.RES.-LAND,11255,0.258,A 
R0095170,7533.0,SF,1112.0,SINGLE FAM.RES.-LAND,7533,0.173,A 
R0095171,9250.0,SF,1112.0,SINGLE FAM.RES.-LAND,9250,0.212,A 
R0095184,7873.0,SF,1112.0,SINGLE FAM.RES.-LAND,7873,0.181,A 
R0095188,7464.0,SF,1112.0,SINGLE FAM.RES.-LAND,7464,0.171,A 
R0095189,7054.0,SF,1112.0,SINGLE FAM.RES.-LAND,7054,0.162,A 
R0095190,7134.0,SF,1112.0,SINGLE FAM.RES.-LAND,7134,0.164,A 
R0095192,7182.0,SF,1112.0,SINGLE FAM.RES.-LAND,7182,0.165,A 
R0095195,11040.0,SF,1112.0,SINGLE FAM.RES.-LAND,11040,0.253,A 
R0095196,10969.0,SF,1112.0,SINGLE FAM.RES.-LAND,10969,0.252,A 
R0095201,11364.0,SF,1112.0,SINGLE FAM.RES.-LAND,11364,0.261,A 
R0095204,9034.0,SF,1112.0,SINGLE FAM.RES.-LAND,9034,0.207,A 
R0095206,14853.0,SF,1112.0,SINGLE FAM.RES.-LAND,14853,0.341,A 
R0095207,9226.0,SF,1112.0,SINGLE FAM.RES.-LAND,9226,0.212,A 
R0095212,7406.0,SF,1112.0,SINGLE FAM.RES.-LAND,7406,0.17,A 
R0095218,7335.0,SF,1112.0,SINGLE FAM.RES.-LAND,7335,0.168,A 
R0095220,7227.0,SF,1112.0,SINGLE FAM.RES.-LAND,7227,0.166,A 
R0095221,7292.0,SF,1112.0,SINGLE FAM.RES.-LAND,7292,0.167,A 
R0095222,7278.0,SF,1112.0,SINGLE FAM.RES.-LAND,7278,0.167,A 
R0095223,8387.0,SF,1112.0,SINGLE FAM.RES.-LAND,8387,0.193,A 
R0095304,1.4011,AC,1112.0,SINGLE FAM.RES.-LAND,61035,1.401,A 
R0095305,13792.0,SF,1112.0,SINGLE FAM.RES.-LAND,14838,0.341,A 
R0095314,6914.0,SF,1112.0,SINGLE FAM.RES.-LAND,6914,0.159,A 
R0095316,8736.0,SF,1112.0,SINGLE FAM.RES.-LAND,8736,0.201,A 
R0095385,3.01,AC,1112.0,SINGLE FAM.RES.-LAND,138279,3.174,A 
R0095401,18123.0,SF,1112.0,SINGLE FAM.RES.-LAND,18123,0.416,A 
R0095418,2.3,AC,1112.0,SINGLE FAM.RES.-LAND,100539,2.308,A 
R0095421,2.58,AC,1112.0,SINGLE FAM.RES.-LAND,113542,2.607,A 
R0095424,6304.0,SF,1112.0,SINGLE FAM.RES.-LAND,6304,0.145,A 
R0095426,6444.0,SF,1112.0,SINGLE FAM.RES.-LAND,6444,0.148,A 
R0095427,6459.0,SF,1112.0,SINGLE FAM.RES.-LAND,6459,0.148,A 
R0095429,5221.0,SF,1112.0,SINGLE FAM.RES.-LAND,5221,0.12,A 
R0095430,5630.0,SF,1112.0,SINGLE FAM.RES.-LAND,5630,0.129,A 
R0095432,5855.0,SF,1112.0,SINGLE FAM.RES.-LAND,5855,0.134,A 
R0095437,5186.0,SF,1112.0,SINGLE FAM.RES.-LAND,5186,0.119,A 
R0095439,12610.0,SF,1112.0,SINGLE FAM.RES.-LAND,12610,0.289,A 
R0095440,7039.0,SF,1112.0,SINGLE FAM.RES.-LAND,7039,0.162,A 
R0095446,9411.0,SF,1112.0,SINGLE FAM.RES.-LAND,9411,0.216,A 
R0095449,9570.0,SF,1112.0,SINGLE FAM.RES.-LAND,9570,0.22,A 
R0095451,13042.0,SF,1112.0,SINGLE FAM.RES.-LAND,13042,0.299,A 
R0095452,11918.0,SF,1112.0,SINGLE FAM.RES.-LAND,11918,0.274,A 
R0095455,9103.0,SF,1112.0,SINGLE FAM.RES.-LAND,9103,0.209,A 
R0095456,10425.0,SF,1112.0,SINGLE FAM.RES.-LAND,10425,0.239,A 
R0095461,11373.0,SF,1112.0,SINGLE FAM.RES.-LAND,11373,0.261,A 
R0095464,6449.0,SF,1112.0,SINGLE FAM.RES.-LAND,6449,0.148,A 
R0095468,5803.0,SF,1112.0,SINGLE FAM.RES.-LAND,5803,0.133,A 
R0095476,3042.0,SF,1112.0,SINGLE FAM.RES.-LAND,3042,0.07,A 
R0095485,12074.0,SF,1112.0,SINGLE FAM.RES.-LAND,12074,0.277,A 
R0095486,8516.0,SF,1112.0,SINGLE FAM.RES.-LAND,8516,0.196,A 
R0095489,9334.0,SF,1112.0,SINGLE FAM.RES.-LAND,9334,0.214,A 
R0095490,9326.0,SF,1112.0,SINGLE FAM.RES.-LAND,9326,0.214,A 
R0095492,9038.0,SF,1112.0,SINGLE FAM.RES.-LAND,9038,0.207,A 
R0095496,11165.0,SF,1112.0,SINGLE FAM.RES.-LAND,11165,0.256,A 
R0095497,10856.0,SF,1112.0,SINGLE FAM.RES.-LAND,10856,0.249,A 
R0095502,10698.0,SF,1112.0,SINGLE FAM.RES.-LAND,10698,0.246,A 
R0095503,11937.0,SF,1112.0,SINGLE FAM.RES.-LAND,11937,0.274,A 
R0095504,9989.0,SF,1112.0,SINGLE FAM.RES.-LAND,9989,0.229,A 
R0095506,14372.0,SF,1112.0,SINGLE FAM.RES.-LAND,14372,0.33,A 
R0095507,12872.0,SF,1112.0,SINGLE FAM.RES.-LAND,12872,0.296,A 
R0095509,7491.0,SF,1112.0,SINGLE FAM.RES.-LAND,7491,0.172,A 
R0095510,9327.0,SF,1112.0,SINGLE FAM.RES.-LAND,9327,0.214,A 
R0095514,9287.0,SF,1112.0,SINGLE FAM.RES.-LAND,9287,0.213,A 
R0095515,2027.0,SF,1112.0,SINGLE FAM.RES.-LAND,2027,0.047,A 
R0095516,4322.0,SF,1112.0,SINGLE FAM.RES.-LAND,4322,0.099,A 
R0095518,7027.0,SF,1112.0,SINGLE FAM.RES.-LAND,7027,0.161,A 
R0095524,7369.0,SF,1112.0,SINGLE FAM.RES.-LAND,7369,0.169,A 
R0095526,9373.0,SF,1112.0,SINGLE FAM.RES.-LAND,9373,0.215,A 
R0095527,7047.0,SF,1112.0,SINGLE FAM.RES.-LAND,7047,0.162,A 
R0095528,7623.0,SF,1112.0,SINGLE FAM.RES.-LAND,7623,0.175,A 
R0095529,7831.0,SF,1112.0,SINGLE FAM.RES.-LAND,7831,0.18,A 
R0095531,7996.0,SF,1112.0,SINGLE FAM.RES.-LAND,7996,0.184,A 
R0095532,8450.0,SF,1112.0,SINGLE FAM.RES.-LAND,8450,0.194,A 
R0095533,7895.0,SF,1112.0,SINGLE FAM.RES.-LAND,7895,0.181,A 
R0095534,7610.0,SF,1112.0,SINGLE FAM.RES.-LAND,7610,0.175,A 
R0095535,7672.0,SF,1112.0,SINGLE FAM.RES.-LAND,7672,0.176,A 
R0095538,12208.0,SF,1112.0,SINGLE FAM.RES.-LAND,12208,0.28,A 
R0095539,9088.0,SF,1112.0,SINGLE FAM.RES.-LAND,9088,0.209,A 
R0095544,8169.0,SF,1112.0,SINGLE FAM.RES.-LAND,8169,0.188,A 
R0095545,8122.0,SF,1112.0,SINGLE FAM.RES.-LAND,8122,0.186,A 
R0095546,9438.0,SF,1112.0,SINGLE FAM.RES.-LAND,9438,0.217,A 
R0095547,10024.0,SF,1112.0,SINGLE FAM.RES.-LAND,10024,0.23,A 
R0095551,7918.0,SF,1112.0,SINGLE FAM.RES.-LAND,7918,0.182,A 
R0095552,9276.0,SF,1112.0,SINGLE FAM.RES.-LAND,9276,0.213,A 
R0095554,7802.0,SF,1112.0,SINGLE FAM.RES.-LAND,7802,0.179,A 
R0095556,7207.0,SF,1112.0,SINGLE FAM.RES.-LAND,7207,0.165,A 
R0095560,7793.0,SF,1112.0,SINGLE FAM.RES.-LAND,7793,0.179,A 
R0095562,8050.0,SF,1112.0,SINGLE FAM.RES.-LAND,8050,0.185,A 
R0095563,8197.0,SF,1112.0,SINGLE FAM.RES.-LAND,8197,0.188,A 
R0095565,12687.0,SF,1112.0,SINGLE FAM.RES.-LAND,12687,0.291,A 
R0095567,8107.0,SF,1112.0,SINGLE FAM.RES.-LAND,8107,0.186,A 
R0095569,9491.0,SF,1112.0,SINGLE FAM.RES.-LAND,9491,0.218,A 
R0095570,7375.0,SF,1112.0,SINGLE FAM.RES.-LAND,7375,0.169,A 
R0095575,8275.0,SF,1112.0,SINGLE FAM.RES.-LAND,8275,0.19,A 
R0095579,7205.0,SF,1112.0,SINGLE FAM.RES.-LAND,7205,0.165,A 
R0095581,7381.0,SF,1112.0,SINGLE FAM.RES.-LAND,7381,0.169,A 
R0095586,6808.0,SF,1112.0,SINGLE FAM.RES.-LAND,6808,0.156,A 
R0095588,8493.0,SF,1112.0,SINGLE FAM.RES.-LAND,8493,0.195,A 
R0095591,8267.0,SF,1112.0,SINGLE FAM.RES.-LAND,8267,0.19,A 
R0095595,11267.0,SF,1112.0,SINGLE FAM.RES.-LAND,11267,0.259,A 
R0095596,8778.0,SF,1112.0,SINGLE FAM.RES.-LAND,8778,0.202,A 
R0095597,7549.0,SF,1112.0,SINGLE FAM.RES.-LAND,7549,0.173,A 
R0095599,7315.0,SF,1112.0,SINGLE FAM.RES.-LAND,7315,0.168,A 
R0095600,7853.0,SF,1112.0,SINGLE FAM.RES.-LAND,7853,0.18,A 
R0095601,7530.0,SF,1112.0,SINGLE FAM.RES.-LAND,7530,0.173,A 
R0095603,7634.0,SF,1112.0,SINGLE FAM.RES.-LAND,7634,0.175,A 
R0095604,7427.0,SF,1112.0,SINGLE FAM.RES.-LAND,7427,0.171,A 
R0095606,6963.0,SF,1112.0,SINGLE FAM.RES.-LAND,6963,0.16,A 
R0095609,7183.0,SF,1112.0,SINGLE FAM.RES.-LAND,7183,0.165,A 
R0095610,8190.0,SF,1112.0,SINGLE FAM.RES.-LAND,8190,0.188,A 
R0095611,7964.0,SF,1112.0,SINGLE FAM.RES.-LAND,7964,0.183,A 
R0095613,8665.0,SF,1112.0,SINGLE FAM.RES.-LAND,8665,0.199,A 
R0095616,8024.0,SF,1112.0,SINGLE FAM.RES.-LAND,8024,0.184,A 
R0095618,8734.0,SF,1112.0,SINGLE FAM.RES.-LAND,8734,0.201,A 
R0095619,7469.0,SF,1112.0,SINGLE FAM.RES.-LAND,7469,0.171,A 
R0095620,10595.0,SF,1112.0,SINGLE FAM.RES.-LAND,10595,0.243,A 
R0095621,7527.0,SF,1112.0,SINGLE FAM.RES.-LAND,7527,0.173,A 
R0095623,9037.0,SF,1112.0,SINGLE FAM.RES.-LAND,9037,0.207,A 
R0095624,10924.0,SF,1112.0,SINGLE FAM.RES.-LAND,10924,0.251,A 
R0095635,16215.0,SF,1112.0,SINGLE FAM.RES.-LAND,16215,0.372,A 
R0095641,9627.0,SF,1112.0,SINGLE FAM.RES.-LAND,9627,0.221,A 
R0095645,9686.0,SF,1112.0,SINGLE FAM.RES.-LAND,9686,0.222,A 
R0095650,16097.0,SF,1112.0,SINGLE FAM.RES.-LAND,16097,0.37,A 
R0095651,15367.0,SF,1112.0,SINGLE FAM.RES.-LAND,15367,0.353,A 
R0095652,15567.0,SF,1112.0,SINGLE FAM.RES.-LAND,15567,0.357,A 
R0095653,12676.0,SF,1112.0,SINGLE FAM.RES.-LAND,12676,0.291,A 
R0095657,4922.0,SF,1112.0,SINGLE FAM.RES.-LAND,4922,0.113,A 
R0095658,4331.0,SF,1112.0,SINGLE FAM.RES.-LAND,4331,0.099,A 
R0095661,4701.0,SF,1112.0,SINGLE FAM.RES.-LAND,4701,0.108,A 
R0095666,5322.0,SF,1112.0,SINGLE FAM.RES.-LAND,5322,0.122,A 
R0095673,4573.0,SF,1112.0,SINGLE FAM.RES.-LAND,4573,0.105,A 
R0095674,4558.0,SF,1112.0,SINGLE FAM.RES.-LAND,4558,0.105,A 
R0095681,5695.0,SF,1112.0,SINGLE FAM.RES.-LAND,5695,0.131,A 
R0095685,7765.0,SF,1112.0,SINGLE FAM.RES.-LAND,7765,0.178,A 
R0095686,6048.0,SF,1112.0,SINGLE FAM.RES.-LAND,6048,0.139,A 
R0095694,5438.0,SF,1112.0,SINGLE FAM.RES.-LAND,5438,0.125,A 
R0095701,4506.0,SF,1112.0,SINGLE FAM.RES.-LAND,4506,0.103,A 
R0095704,6361.0,SF,1112.0,SINGLE FAM.RES.-LAND,6361,0.146,A 
R0095717,4813.0,SF,1112.0,SINGLE FAM.RES.-LAND,4813,0.11,A 
R0095723,6038.0,SF,1112.0,SINGLE FAM.RES.-LAND,6038,0.139,A 
R0095724,6718.0,SF,1112.0,SINGLE FAM.RES.-LAND,6718,0.154,A 
R0095727,4343.0,SF,1112.0,SINGLE FAM.RES.-LAND,4343,0.1,A 
R0095738,6836.0,SF,1112.0,SINGLE FAM.RES.-LAND,6836,0.157,A 
R0095748,7083.0,SF,1112.0,SINGLE FAM.RES.-LAND,7083,0.163,A 
R0095750,5301.0,SF,1112.0,SINGLE FAM.RES.-LAND,5301,0.122,A 
R0095752,4662.0,SF,1112.0,SINGLE FAM.RES.-LAND,4662,0.107,A 
R0095754,4938.0,SF,1112.0,SINGLE FAM.RES.-LAND,4938,0.113,A 
R0095755,5253.0,SF,1112.0,SINGLE FAM.RES.-LAND,5253,0.121,A 
R0095757,5303.0,SF,1112.0,SINGLE FAM.RES.-LAND,5303,0.122,A 
R0095765,6587.0,SF,1112.0,SINGLE FAM.RES.-LAND,6587,0.151,A 
R0095769,5050.0,SF,1112.0,SINGLE FAM.RES.-LAND,5050,0.116,A 
R0095775,5020.0,SF,1112.0,SINGLE FAM.RES.-LAND,5020,0.115,A 
R0095779,6761.0,SF,1112.0,SINGLE FAM.RES.-LAND,6761,0.155,A 
R0095783,7256.0,SF,1112.0,SINGLE FAM.RES.-LAND,7256,0.167,A 
R0095786,6220.0,SF,1112.0,SINGLE FAM.RES.-LAND,6220,0.143,A 
R0095788,5014.0,SF,1112.0,SINGLE FAM.RES.-LAND,5014,0.115,A 
R0095790,5874.0,SF,1112.0,SINGLE FAM.RES.-LAND,5874,0.135,A 
R0095794,5496.0,SF,1112.0,SINGLE FAM.RES.-LAND,5496,0.126,A 
R0095971,11644.0,SF,1112.0,SINGLE FAM.RES.-LAND,11644,0.267,A 
R0096032,9503.0,SF,1112.0,SINGLE FAM.RES.-LAND,9503,0.218,A 
R0096037,9595.0,SF,1112.0,SINGLE FAM.RES.-LAND,9595,0.22,A 
R0096043,6016.0,SF,1112.0,SINGLE FAM.RES.-LAND,8882,0.2039,A 
R0096046,12540.0,SF,1112.0,SINGLE FAM.RES.-LAND,12540,0.288,A 
R0096047,9048.0,SF,1112.0,SINGLE FAM.RES.-LAND,9048,0.208,A 
R0096051,8502.0,SF,1112.0,SINGLE FAM.RES.-LAND,8212,0.1885,A 
R0096168,4.92,AC,1112.0,SINGLE FAM.RES.-LAND,223954,5.141,A 
R0096171,7026.0,SF,1112.0,SINGLE FAM.RES.-LAND,7026,0.161,A 
R0096173,7239.0,SF,1112.0,SINGLE FAM.RES.-LAND,7239,0.166,A 
R0096174,6946.0,SF,1112.0,SINGLE FAM.RES.-LAND,6946,0.159,A 
R0096176,10987.0,SF,1112.0,SINGLE FAM.RES.-LAND,10987,0.252,A 
R0096179,9090.0,SF,1112.0,SINGLE FAM.RES.-LAND,9090,0.209,A 
R0096181,14109.0,SF,1112.0,SINGLE FAM.RES.-LAND,14109,0.324,A 
R0096182,9339.0,SF,1112.0,SINGLE FAM.RES.-LAND,9339,0.214,A 
R0096183,9804.0,SF,1112.0,SINGLE FAM.RES.-LAND,9804,0.225,A 
R0096184,11062.0,SF,1112.0,SINGLE FAM.RES.-LAND,11062,0.254,A 
R0096185,14777.0,SF,1112.0,SINGLE FAM.RES.-LAND,14777,0.339,A 
R0096186,14068.0,SF,1112.0,SINGLE FAM.RES.-LAND,14068,0.323,A 
R0096187,14747.0,SF,1112.0,SINGLE FAM.RES.-LAND,14747,0.339,A 
R0096188,13744.0,SF,1112.0,SINGLE FAM.RES.-LAND,13744,0.316,A 
R0096189,13015.0,SF,1112.0,SINGLE FAM.RES.-LAND,13015,0.299,A 
R0096191,9089.0,SF,1112.0,SINGLE FAM.RES.-LAND,9089,0.209,A 
R0096192,9990.0,SF,1112.0,SINGLE FAM.RES.-LAND,9990,0.229,A 
R0096193,9944.0,SF,1112.0,SINGLE FAM.RES.-LAND,9944,0.228,A 
R0096194,9935.0,SF,1112.0,SINGLE FAM.RES.-LAND,9935,0.228,A 
R0096195,19887.0,SF,1112.0,SINGLE FAM.RES.-LAND,19887,0.457,A 
R0096199,11354.0,SF,1112.0,SINGLE FAM.RES.-LAND,11354,0.261,A 
R0096201,11284.0,SF,1112.0,SINGLE FAM.RES.-LAND,11284,0.259,A 
R0096202,10988.0,SF,1112.0,SINGLE FAM.RES.-LAND,10988,0.252,A 
R0096207,11978.0,SF,1112.0,SINGLE FAM.RES.-LAND,11978,0.275,A 
R0096208,13400.0,SF,1112.0,SINGLE FAM.RES.-LAND,13400,0.308,A 
R0096210,15589.0,SF,1112.0,SINGLE FAM.RES.-LAND,15589,0.358,A 
R0096211,23227.0,SF,1112.0,SINGLE FAM.RES.-LAND,23227,0.533,A 
R0096212,15016.0,SF,1112.0,SINGLE FAM.RES.-LAND,15016,0.345,A 
R0096213,11464.0,SF,1112.0,SINGLE FAM.RES.-LAND,11464,0.263,A 
R0096216,10671.0,SF,1112.0,SINGLE FAM.RES.-LAND,10671,0.245,A 
R0096218,11300.0,SF,1112.0,SINGLE FAM.RES.-LAND,11300,0.259,A 
R0096220,10107.0,SF,1112.0,SINGLE FAM.RES.-LAND,10107,0.232,A 
R0096224,11223.0,SF,1112.0,SINGLE FAM.RES.-LAND,11223,0.258,A 
R0096225,11209.0,SF,1112.0,SINGLE FAM.RES.-LAND,11209,0.257,A 
R0096227,10586.0,SF,1112.0,SINGLE FAM.RES.-LAND,10586,0.243,A 
R0096228,10586.0,SF,1112.0,SINGLE FAM.RES.-LAND,10586,0.243,A 
R0096231,10638.0,SF,1112.0,SINGLE FAM.RES.-LAND,10638,0.244,A 
R0096232,11300.0,SF,1112.0,SINGLE FAM.RES.-LAND,11300,0.259,A 
R0096235,11218.0,SF,1112.0,SINGLE FAM.RES.-LAND,11218,0.258,A 
R0096236,11829.0,SF,1112.0,SINGLE FAM.RES.-LAND,11829,0.272,A 
R0096237,9405.0,SF,1112.0,SINGLE FAM.RES.-LAND,9405,0.216,A 
R0096238,8957.0,SF,1112.0,SINGLE FAM.RES.-LAND,8957,0.206,A 
R0096239,9580.0,SF,1112.0,SINGLE FAM.RES.-LAND,9580,0.22,A 
R0096240,9024.0,SF,1112.0,SINGLE FAM.RES.-LAND,9024,0.207,A 
R0096244,9440.0,SF,1112.0,SINGLE FAM.RES.-LAND,9440,0.217,A 
R0096246,9434.0,SF,1112.0,SINGLE FAM.RES.-LAND,9434,0.217,A 
R0096247,8907.0,SF,1112.0,SINGLE FAM.RES.-LAND,8907,0.204,A 
R0096250,9945.0,SF,1112.0,SINGLE FAM.RES.-LAND,9945,0.228,A 
R0096251,10928.0,SF,1112.0,SINGLE FAM.RES.-LAND,10928,0.251,A 
R0096255,8964.0,SF,1112.0,SINGLE FAM.RES.-LAND,8964,0.206,A 
R0096256,8963.0,SF,1112.0,SINGLE FAM.RES.-LAND,8963,0.206,A 
R0096259,8963.0,SF,1112.0,SINGLE FAM.RES.-LAND,8963,0.206,A 
R0096264,9003.0,SF,1112.0,SINGLE FAM.RES.-LAND,9003,0.207,A 
R0096266,8843.0,SF,1112.0,SINGLE FAM.RES.-LAND,8843,0.203,A 
R0096268,10242.0,SF,1112.0,SINGLE FAM.RES.-LAND,10242,0.235,A 
R0096270,9293.0,SF,1112.0,SINGLE FAM.RES.-LAND,9293,0.213,A 
R0096271,9292.0,SF,1112.0,SINGLE FAM.RES.-LAND,9292,0.213,A 
R0096272,9313.0,SF,1112.0,SINGLE FAM.RES.-LAND,9313,0.214,A 
R0096274,9395.0,SF,1112.0,SINGLE FAM.RES.-LAND,9395,0.216,A 
R0096275,9401.0,SF,1112.0,SINGLE FAM.RES.-LAND,9401,0.216,A 
R0096276,9347.0,SF,1112.0,SINGLE FAM.RES.-LAND,9347,0.215,A 
R0096277,9339.0,SF,1112.0,SINGLE FAM.RES.-LAND,9339,0.214,A 
R0096278,9340.0,SF,1112.0,SINGLE FAM.RES.-LAND,9340,0.214,A 
R0096280,9386.0,SF,1112.0,SINGLE FAM.RES.-LAND,9386,0.215,A 
R0096284,11735.0,SF,1112.0,SINGLE FAM.RES.-LAND,11735,0.269,A 
R0096286,9357.0,SF,1112.0,SINGLE FAM.RES.-LAND,9357,0.215,A 
R0096288,11057.0,SF,1112.0,SINGLE FAM.RES.-LAND,11057,0.254,A 
R0096290,14019.0,SF,1112.0,SINGLE FAM.RES.-LAND,14019,0.322,A 
R0096299,10527.0,SF,1112.0,SINGLE FAM.RES.-LAND,10527,0.242,A 
R0096300,10192.0,SF,1112.0,SINGLE FAM.RES.-LAND,10192,0.234,A 
R0096302,11123.0,SF,1112.0,SINGLE FAM.RES.-LAND,11123,0.255,A 
R0096303,13529.0,SF,1112.0,SINGLE FAM.RES.-LAND,13529,0.311,A 
R0096304,11861.0,SF,1112.0,SINGLE FAM.RES.-LAND,11861,0.272,A 
R0096305,11414.0,SF,1112.0,SINGLE FAM.RES.-LAND,11414,0.262,A 
R0096306,11433.0,SF,1112.0,SINGLE FAM.RES.-LAND,11433,0.262,A 
R0096307,10636.0,SF,1112.0,SINGLE FAM.RES.-LAND,10636,0.244,A 
R0096308,12669.0,SF,1112.0,SINGLE FAM.RES.-LAND,12669,0.291,A 
R0096309,16439.0,SF,1112.0,SINGLE FAM.RES.-LAND,16439,0.377,A 
R0096310,12802.0,SF,1112.0,SINGLE FAM.RES.-LAND,12802,0.294,A 
R0096312,12776.0,SF,1112.0,SINGLE FAM.RES.-LAND,12776,0.293,A 
R0096313,9304.0,SF,1112.0,SINGLE FAM.RES.-LAND,9304,0.214,A 
R0096320,1.26,AC,1112.0,SINGLE FAM.RES.-LAND,50580,1.161,A 
R0096324,3243.0,SF,1112.0,SINGLE FAM.RES.-LAND,3243,0.074,A 
R0096394,6727.0,SF,1112.0,SINGLE FAM.RES.-LAND,6727,0.154,A 
R0096395,7571.0,SF,1112.0,SINGLE FAM.RES.-LAND,7571,0.174,A 
R0096396,19145.0,SF,1112.0,SINGLE FAM.RES.-LAND,19145,0.44,A 
R0096400,40023.0,SF,1112.0,SINGLE FAM.RES.-LAND,40023,0.919,A 
R0096401,39697.0,SF,1112.0,SINGLE FAM.RES.-LAND,39697,0.911,A 
R0096403,20213.0,SF,1112.0,SINGLE FAM.RES.-LAND,20213,0.464,A 
R0096407,20807.0,SF,1112.0,SINGLE FAM.RES.-LAND,20807,0.478,A 
R0096408,15916.0,SF,1112.0,SINGLE FAM.RES.-LAND,15916,0.365,A 
R0096409,16951.0,SF,1112.0,SINGLE FAM.RES.-LAND,16951,0.389,A 
R0096411,25215.0,SF,1112.0,SINGLE FAM.RES.-LAND,25215,0.579,A 
R0096413,16724.0,SF,1112.0,SINGLE FAM.RES.-LAND,16724,0.384,A 
R0096415,31822.0,SF,1112.0,SINGLE FAM.RES.-LAND,31822,0.731,A 
R0096417,32681.0,SF,1112.0,SINGLE FAM.RES.-LAND,32681,0.75,A 
R0096418,27334.0,SF,1112.0,SINGLE FAM.RES.-LAND,27334,0.628,A 
R0096444,12993.0,SF,1112.0,SINGLE FAM.RES.-LAND,12993,0.298,A 
R0096458,7000.0,SF,1112.0,SINGLE FAM.RES.-LAND,6385,0.147,A 
R0096470,18581.0,SF,1112.0,SINGLE FAM.RES.-LAND,18581,0.427,A 
R0096472,1.0,AC,1112.0,SINGLE FAM.RES.-LAND,44299,1.0169,A 
R0096474,5.21,AC,1112.0,SINGLE FAM.RES.-LAND,237079,5.443,A 
R0096484,6771.0,SF,1112.0,SINGLE FAM.RES.-LAND,6771,0.155,A 
R0096485,6872.0,SF,1112.0,SINGLE FAM.RES.-LAND,6872,0.158,A 
R0096488,7679.0,SF,1112.0,SINGLE FAM.RES.-LAND,7679,0.176,A 
R0096499,10646.0,SF,1112.0,SINGLE FAM.RES.-LAND,10646,0.244,A 
R0096501,7538.0,SF,1112.0,SINGLE FAM.RES.-LAND,7538,0.173,A 
R0096502,7014.0,SF,1112.0,SINGLE FAM.RES.-LAND,7014,0.161,A 
R0096504,6628.0,SF,1112.0,SINGLE FAM.RES.-LAND,6628,0.152,A 
R0096505,8492.0,SF,1112.0,SINGLE FAM.RES.-LAND,8492,0.195,A 
R0096512,7310.0,SF,1112.0,SINGLE FAM.RES.-LAND,7310,0.168,A 
R0096514,7162.0,SF,1112.0,SINGLE FAM.RES.-LAND,7162,0.164,A 
R0096518,6751.0,SF,1112.0,SINGLE FAM.RES.-LAND,6751,0.155,A 
R0096521,7081.0,SF,1112.0,SINGLE FAM.RES.-LAND,7081,0.163,A 
R0096527,6928.0,SF,1112.0,SINGLE FAM.RES.-LAND,6928,0.159,A 
R0096529,7324.0,SF,1112.0,SINGLE FAM.RES.-LAND,7324,0.168,A 
R0096530,9061.0,SF,1112.0,SINGLE FAM.RES.-LAND,9061,0.208,A 
R0096534,6916.0,SF,1112.0,SINGLE FAM.RES.-LAND,6916,0.159,A 
R0096537,8927.0,SF,1112.0,SINGLE FAM.RES.-LAND,8927,0.205,A 
R0096540,7441.0,SF,1112.0,SINGLE FAM.RES.-LAND,7441,0.171,A 
R0096544,7416.0,SF,1112.0,SINGLE FAM.RES.-LAND,7416,0.17,A 
R0096545,7081.0,SF,1112.0,SINGLE FAM.RES.-LAND,7081,0.163,A 
R0096548,7108.0,SF,1112.0,SINGLE FAM.RES.-LAND,7108,0.163,A 
R0096550,9073.0,SF,1112.0,SINGLE FAM.RES.-LAND,9073,0.208,A 
R0096553,7189.0,SF,1112.0,SINGLE FAM.RES.-LAND,7189,0.165,A 
R0096554,6935.0,SF,1112.0,SINGLE FAM.RES.-LAND,6935,0.159,A 
R0096557,7145.0,SF,1112.0,SINGLE FAM.RES.-LAND,7145,0.164,A 
R0096559,7798.0,SF,1112.0,SINGLE FAM.RES.-LAND,7798,0.179,A 
R0096874,1.7238,AC,1112.0,SINGLE FAM.RES.-LAND,75091,1.724,A 
R0096918,0.74,AC,1112.0,SINGLE FAM.RES.-LAND,30043,0.69,A 
