strap,tax_yr,bldAcutalVal,LandAcutalVal,xfActualVal,totalActualVal,landAssessedVal,bldAssessedVal,xfAssessedVal,totalAssessedVal,status_cd
R0052054,2021,94700,332700,,427400,23788.0,6771.0,,30559,A 
R0052056,2021,432400,97100,,529500,6943.0,30917.0,,37860,A 
R0052057,2021,361500,96900,,458400,6928.0,25847.0,,32775,A 
R0052060,2021,900490,194800,,1095290,13928.0,64385.0,,78313,A 
R0052071,2021,419900,294600,,714500,21064.0,30023.0,,51087,A 
R0052072,2021,656900,256700,,913600,18354.0,46968.0,,65322,A 
R0052073,2021,598700,281000,,879700,20092.0,42807.0,,62899,A 
R0052074,2021,705700,253500,,959200,18125.0,50457.0,,68582,A 
R0052075,2021,700300,246200,,946500,17603.0,50071.0,,67674,A 
R0052077,2021,819800,249300,,1069100,17825.0,58616.0,,76441,A 
R0052078,2021,672400,269800,,942200,19291.0,48077.0,,67368,A 
R0052079,2021,702100,250600,,952700,17918.0,50200.0,,68118,A 
R0052080,2021,727300,257000,,984300,18376.0,52002.0,,70378,A 
R0052082,2021,760500,264100,,1024600,18883.0,54376.0,,73259,A 
R0052083,2021,779600,258500,,1038100,18483.0,55741.0,,74224,A 
R0052086,2021,610700,259600,,870300,18561.0,43665.0,,62226,A 
R0052087,2021,431950,425400,,857350,30416.0,30884.0,,61300,A 
R0052090,2021,635500,243000,,878500,17375.0,45438.0,,62813,A 
R0052091,2021,622000,308700,,930700,22072.0,44473.0,,66545,A 
R0052093,2021,608930,303900,,912830,21729.0,43539.0,,65268,A 
R0052095,2021,608300,265400,,873700,18976.0,43493.0,,62469,A 
R0052096,2021,529500,263200,,792700,18819.0,37859.0,,56678,A 
R0052097,2021,794110,258400,,1052510,18476.0,56779.0,,75255,A 
R0052099,2021,338900,309600,,648500,22136.0,24231.0,,46367,A 
R0052100,2021,719201,267300,,986501,19112.0,51423.0,,70535,A 
R0052102,2021,782800,251400,,1034200,17975.0,55970.0,,73945,A 
R0052104,2021,536900,235600,,772500,16845.0,38388.0,,55233,A 
R0052105,2021,711500,252800,,964300,18075.0,50872.0,,68947,A 
R0052106,2021,623800,231800,,855600,16574.0,44602.0,,61176,A 
R0052107,2021,586600,257500,,844100,18411.0,41942.0,,60353,A 
R0052110,2021,732900,254300,,987200,18182.0,52402.0,,70584,A 
R0052111,2021,749700,253500,,1003200,18125.0,53604.0,,71729,A 
R0052112,2021,521100,257000,,778100,18376.0,37259.0,,55635,A 
R0052113,2021,626400,275100,,901500,19670.0,44788.0,,64458,A 
R0052116,2021,583500,288100,,871600,20599.0,41720.0,,62319,A 
R0052117,2021,512100,250700,,762800,17925.0,36615.0,,54540,A 
R0052118,2021,542200,274400,,816600,19620.0,38767.0,,58387,A 
R0052120,2021,499260,267000,,766260,19091.0,35697.0,,54788,A 
R0052123,2021,621040,172500,,793540,12334.0,44405.0,,56739,A 
R0052132,2021,463300,246300,,709600,17610.0,33126.0,,50736,A 
R0052144,2021,665070,265900,,930970,19012.0,47553.0,,66565,A 
R0052148,2021,468430,270700,,739130,19355.0,33492.0,,52847,A 
R0052153,2021,596340,204900,,801240,14650.0,42638.0,,57288,A 
R0052154,2021,687210,325900,,1013110,23302.0,49135.0,,72437,A 
R0052155,2021,381940,319200,,701140,22823.0,27308.0,,50131,A 
R0052157,2021,697257,514700,,1211957,36801.0,49854.0,,86655,A 
R0052158,2021,611900,172500,,784400,12334.0,43751.0,,56085,A 
R0052162,2021,324800,62100,,386900,4440.0,23223.0,,27663,A 
R0052163,2021,657300,327400,,984700,23409.0,46997.0,,70406,A 
R0052172,2021,355570,135000,,490570,9653.0,25423.0,,35076,A 
R0052173,2021,318800,62400,,381200,4462.0,22794.0,,27256,A 
R0052175,2021,209770,285400,,495170,20406.0,14999.0,,35405,A 
R0052176,2021,59960,476010,,535970,34035.0,4289.0,,38324,A 
R0052177,2021,326000,62400,,388400,4462.0,23309.0,,27771,A 
R0052178,2021,304300,63500,,367800,4540.0,21757.0,,26297,A 
R0052180,2021,330800,67400,,398200,4819.0,23652.0,,28471,A 
R0052182,2021,1818980,915900,,2734880,65487.0,130057.0,,195544,A 
R0052189,2021,291200,179300,,470500,12820.0,20821.0,,33641,A 
R0052193,2021,411200,231800,,643000,16574.0,29401.0,,45975,A 
R0052200,2021,320660,1077200,,1397860,77020.0,22924.0,,99944,A 
R0052201,2021,582570,999200,,1581770,71443.0,41654.0,,113097,A 
R0052202,2021,400500,158000,,558500,11297.0,28636.0,,39933,A 
R0052207,2021,427890,62100,,489990,4440.0,30594.0,,35034,A 
R0052210,2021,181210,675100,,856310,48270.0,12957.0,,61227,A 
R0052211,2021,299000,106400,,405400,7608.0,21379.0,,28987,A 
R0052213,2021,284220,392000,,676220,28028.0,20322.0,,48350,A 
R0052214,2021,52390,471510,,523900,33713.0,3746.0,,37459,A 
R0052219,2021,387200,76600,,463800,5477.0,27685.0,,33162,A 
R0052220,2021,652600,263000,,915600,18805.0,46661.0,,65466,A 
R0052222,2021,373400,237400,,610800,16974.0,26698.0,,43672,A 
R0052223,2021,324000,159700,,483700,11419.0,23166.0,,34585,A 
R0052227,2021,519130,444100,,963230,31753.0,37117.0,,68870,A 
R0052236,2021,256950,287200,,544150,20535.0,18372.0,,38907,A 
R0052239,2021,626500,176700,,803200,12634.0,44795.0,,57429,A 
R0052244,2021,342500,79700,,422200,5699.0,24489.0,,30188,A 
R0052247,2021,328000,62300,,390300,4454.0,23452.0,,27906,A 
R0052249,2021,264400,62300,,326700,4454.0,18905.0,,23359,A 
R0052251,2021,527820,251200,,779020,17961.0,37739.0,,55700,A 
R0052256,2021,438700,119500,,558200,8544.0,31367.0,,39911,A 
R0052259,2021,361530,72800,,434330,5205.0,25849.0,,31054,A 
R0052260,2021,1105750,533500,,1639250,38145.0,79061.0,,117206,A 
R0052270,2021,345020,172500,,517520,12334.0,24669.0,,37003,A 
R0052271,2021,311400,166100,,477500,11876.0,22265.0,,34141,A 
R0052276,2021,378320,366000,,744320,26169.0,27049.0,,53218,A 
R0052279,2021,371580,392400,,763980,28057.0,26569.0,,54626,A 
R0052287,2021,118880,990990,,1109870,70856.0,8500.0,,79356,A 
R0052289,2021,354270,391100,,745370,27964.0,25330.0,,53294,A 
R0052290,2021,306590,149500,,456090,10689.0,21922.0,,32611,A 
R0052291,2021,296100,172500,,468600,12334.0,21171.0,,33505,A 
R0052300,2021,262800,171900,,434700,12291.0,18790.0,,31081,A 
R0052302,2021,516100,211500,,727600,15122.0,36901.0,,52023,A 
R0052303,2021,292730,302400,,595130,21622.0,20929.0,,42551,A 
R0052306,2021,242900,166100,,409000,11876.0,17367.0,,29243,A 
R0052315,2021,462020,256500,,718520,18340.0,33035.0,,51375,A 
R0052317,2021,384740,260600,,645340,18633.0,27509.0,,46142,A 
R0052319,2021,462800,138000,,600800,9867.0,33090.0,,42957,A 
R0052325,2021,397500,136600,,534100,9767.0,28421.0,,38188,A 
R0052331,2021,357510,135800,,493310,9710.0,25562.0,,35272,A 
R0052346,2021,363560,262200,,625760,18747.0,25995.0,,44742,A 
R0052347,2021,354310,136500,,490810,9760.0,25333.0,,35093,A 
R0052360,2021,475670,134600,,610270,9624.0,34010.0,,43634,A 
R0052366,2021,381150,136700,,517850,9774.0,27252.0,,37026,A 
R0052368,2021,469390,137500,,606890,9831.0,33562.0,,43393,A 
R0052369,2021,652390,370500,,1022890,26491.0,46645.0,,73136,A 
R0052372,2021,237980,336900,,574880,24088.0,17016.0,,41104,A 
R0052378,2021,178500,97800,,276300,6993.0,12763.0,,19756,A 
R0052382,2021,289600,194800,,484400,13928.0,20706.0,,34634,A 
R0052385,2021,375200,372100,,747300,26605.0,26827.0,,53432,A 
R0052392,2021,578190,278100,,856290,19884.0,41340.0,,61224,A 
R0052395,2021,511020,172500,,683520,12334.0,36537.0,,48871,A 
R0052398,2021,439809,114100,,553909,8158.0,31446.0,,39604,A 
R0052400,2021,328090,116600,,444690,8337.0,23458.0,,31795,A 
R0052407,2021,1316800,356600,,1673400,25497.0,94151.0,,119648,A 
R0052414,2021,451300,385900,,837200,27592.0,32268.0,,59860,A 
R0052415,2021,782800,186000,,968800,13299.0,55970.0,,69269,A 
R0052417,2021,347900,162600,,510500,11626.0,24875.0,,36501,A 
R0052419,2021,318940,400700,,719640,28650.0,22804.0,,51454,A 
R0052420,2021,431570,327300,,758870,23402.0,30857.0,,54259,A 
R0052422,2021,75080,658620,,733700,47091.0,5368.0,,52459,A 
R0052426,2021,451200,138300,,589500,9888.0,32261.0,,42149,A 
R0052427,2021,652380,218300,,870680,15608.0,46645.0,,62253,A 
R0052429,2021,299720,149400,,449120,10682.0,21430.0,,32112,A 
R0052430,2021,253400,172800,,426200,12355.0,18118.0,,30473,A 
R0052434,2021,325700,77500,,403200,5541.0,23288.0,,28829,A 
R0052441,2021,359740,185800,,545540,13285.0,25722.0,,39007,A 
R0052442,2021,236800,69700,,306500,4984.0,16931.0,,21915,A 
R0052443,2021,526300,188200,,714500,13456.0,37630.0,,51086,A 
R0052449,2021,245200,98600,,343800,7050.0,17532.0,,24582,A 
R0052452,2021,723500,385900,,1109400,27592.0,51730.0,,79322,A 
R0052476,2021,327820,285000,,612820,20378.0,23439.0,,43817,A 
R0052480,2021,226300,64300,,290600,4597.0,16180.0,,20777,A 
R0052491,2021,547800,116900,,664700,8358.0,39168.0,,47526,A 
R0052500,2021,228300,204700,,433000,14636.0,16323.0,,30959,A 
R0052502,2021,506720,140700,,647420,10060.0,36231.0,,46291,A 
R0052503,2021,323300,101900,,425200,7286.0,23116.0,,30402,A 
R0052504,2021,142000,369800,,511800,26441.0,10153.0,,36594,A 
R0052505,2021,532400,130400,,662800,9324.0,38067.0,,47391,A 
R0052507,2021,969560,174600,,1144160,12484.0,69325.0,,81809,A 
R0052509,2021,233000,320800,,553800,22937.0,16660.0,,39597,A 
R0052512,2021,406100,88400,,494500,6321.0,29036.0,,35357,A 
R0052514,2021,282510,362600,,645110,25926.0,20199.0,,46125,A 
R0052517,2021,345700,88600,,434300,6335.0,24718.0,,31053,A 
R0052527,2021,484750,147700,,632450,10561.0,34658.0,,45219,A 
R0052533,2021,497400,241800,,739200,17289.0,35564.0,,52853,A 
R0052535,2021,328610,85400,,414010,6106.0,23495.0,,29601,A 
R0052536,2021,872490,241800,,1114290,17289.0,62383.0,,79672,A 
R0052538,2021,591900,110700,,702600,7915.0,42321.0,,50236,A 
R0052539,2021,1011040,552400,,1563440,39497.0,72290.0,,111787,A 
R0052542,2021,707810,239200,,947010,17103.0,50609.0,,67712,A 
R0052543,2021,369900,139300,,509200,9960.0,26448.0,,36408,A 
R0052544,2021,323000,315100,,638100,22530.0,23095.0,,45625,A 
R0052546,2021,434300,106100,,540400,7586.0,31052.0,,38638,A 
R0052548,2021,242800,273600,,516400,19562.0,17360.0,,36922,A 
R0052550,2021,364400,310000,,674400,22165.0,26055.0,,48220,A 
R0052562,2021,404600,89900,,494500,6428.0,28929.0,,35357,A 
R0052565,2021,544870,258500,,803370,18483.0,38958.0,,57441,A 
R0052572,2021,274640,138000,,412640,9867.0,19637.0,,29504,A 
R0052583,2021,301480,552400,,853880,39497.0,21555.0,,61052,A 
R0052588,2021,413340,190800,,604140,13642.0,29554.0,,43196,A 
R0052589,2021,331300,92000,,423300,6578.0,23688.0,,30266,A 
R0052591,2021,738200,107700,,845900,7701.0,52781.0,,60482,A 
R0052595,2021,449900,91400,,541300,6535.0,32168.0,,38703,A 
R0052596,2021,255090,72800,,327890,5205.0,18239.0,,23444,A 
R0052601,2021,549370,166500,,715870,11905.0,39280.0,,51185,A 
R0052605,2021,471430,102000,,573430,7293.0,33707.0,,41000,A 
R0052606,2021,173200,347100,,520300,24818.0,12384.0,,37202,A 
R0052612,2021,325100,92300,,417400,6599.0,23245.0,,29844,A 
R0052616,2021,347500,91000,,438500,6507.0,24846.0,,31353,A 
R0052629,2021,822900,237200,,1060100,16960.0,58837.0,,75797,A 
R0052631,2021,284300,304800,,589100,21793.0,20327.0,,42120,A 
R0052632,2021,815700,215400,,1031100,15401.0,58323.0,,73724,A 
R0052635,2021,264700,476500,,741200,34070.0,18926.0,,52996,A 
R0052636,2021,291900,79600,,371500,5691.0,20870.0,,26561,A 
R0052640,2021,470800,149800,,620600,10711.0,33662.0,,44373,A 
R0052646,2021,281500,50100,,331600,3582.0,20127.0,,23709,A 
R0052659,2021,480200,137800,,618000,9853.0,34334.0,,44187,A 
R0052662,2021,279400,52900,,332300,3782.0,19977.0,,23759,A 
R0052663,2021,1497700,721100,,2218800,51559.0,107086.0,,158645,A 
R0052664,2021,255900,274500,,530400,19627.0,18298.0,,37925,A 
R0052668,2021,204100,355900,,560000,25447.0,14593.0,,40040,A 
R0052670,2021,350290,92900,,443190,6642.0,25045.0,,31687,A 
R0052672,2021,358260,101900,,460160,7286.0,25616.0,,32902,A 
R0052675,2021,321950,149700,,471650,10704.0,23020.0,,33724,A 
R0052680,2021,378600,89900,,468500,6428.0,27070.0,,33498,A 
R0052683,2021,381200,91000,,472200,6507.0,27256.0,,33763,A 
R0052684,2021,361300,92400,,453700,6607.0,25833.0,,32440,A 
R0052687,2021,235200,113200,,348400,8094.0,16817.0,,24911,A 
R0052689,2021,454000,118100,,572100,8444.0,32461.0,,40905,A 
R0052691,2021,684560,286200,,970760,20463.0,48946.0,,69409,A 
R0052694,2021,247900,84800,,332700,6063.0,17725.0,,23788,A 
R0052701,2021,413310,125500,,538810,8973.0,29552.0,,38525,A 
R0052707,2021,396140,90100,,486240,6442.0,28324.0,,34766,A 
R0052709,2021,292930,1366920,,1659850,97735.0,20944.0,,118679,A 
R0052711,2021,582450,141200,,723650,10096.0,41645.0,,51741,A 
R0052715,2021,387250,100500,,487750,7186.0,27688.0,,34874,A 
R0052719,2021,200300,48800,,249100,3489.0,14321.0,,17810,A 
R0052720,2021,396260,93800,,490060,6707.0,28333.0,,35040,A 
R0052724,2021,336400,96700,,433100,6914.0,24053.0,,30967,A 
R0052727,2021,339570,272700,,612270,19498.0,24279.0,,43777,A 
R0052729,2021,1156200,295600,,1451800,21135.0,82668.0,,103803,A 
R0052737,2021,402000,97100,,499100,6943.0,28743.0,,35686,A 
R0052740,2021,638250,142300,,780550,10174.0,45635.0,,55809,A 
R0052744,2021,842320,109900,,952220,7858.0,60226.0,,68084,A 
R0052745,2021,891200,123800,,1015000,8852.0,63721.0,,72573,A 
R0052746,2021,507000,142300,,649300,10174.0,36251.0,,46425,A 
R0052751,2021,410500,122900,,533400,8787.0,29351.0,,38138,A 
R0052752,2021,722540,124800,,847340,8923.0,51661.0,,60584,A 
R0052753,2021,747640,257200,,1004840,18390.0,53457.0,,71847,A 
R0052754,2021,592190,150900,,743090,10789.0,42342.0,,53131,A 
R0052756,2021,416800,133200,,550000,9524.0,29801.0,,39325,A 
R0052798,2021,233100,268500,,501600,19198.0,16667.0,,35865,A 
R0052808,2021,632720,519000,,1151720,37109.0,45239.0,,82348,A 
R0052809,2021,239110,330500,,569610,23631.0,17096.0,,40727,A 
R0052812,2021,762430,182600,,945030,13056.0,54514.0,,67570,A 
R0052817,2021,363800,95600,,459400,6835.0,26012.0,,32847,A 
R0052825,2021,372550,335500,,708050,23988.0,26638.0,,50626,A 
R0052829,2021,1202680,312200,,1514880,22322.0,85992.0,,108314,A 
R0052832,2021,376900,303900,,680800,21729.0,26948.0,,48677,A 
R0052837,2021,766000,134000,,900000,9581.0,54769.0,,64350,A 
R0052839,2021,317760,275100,,592860,19670.0,22720.0,,42390,A 
R0052849,2021,197340,211100,,408440,15094.0,14110.0,,29204,A 
R0052851,2021,273000,39000,,312000,2789.0,19520.0,,22309,A 
R0052856,2021,367700,89700,,457400,6414.0,26291.0,,32705,A 
R0052859,2021,247300,224500,,471800,16052.0,17682.0,,33734,A 
R0052860,2021,382920,100900,,483820,7214.0,27379.0,,34593,A 
R0052861,2021,710970,117700,,828670,8416.0,50834.0,,59250,A 
R0052863,2021,305900,227900,,533800,16295.0,21872.0,,38167,A 
R0052870,2021,377800,299500,,677300,21414.0,27013.0,,48427,A 
R0052871,2021,579690,144200,,723890,10310.0,41448.0,,51758,A 
R0052872,2021,588600,120700,,709300,8630.0,42085.0,,50715,A 
R0052876,2021,839190,448100,,1287290,32039.0,60002.0,,92041,A 
R0052877,2021,479400,89700,,569100,6414.0,34277.0,,40691,A 
R0052882,2021,375710,90800,,466510,6492.0,26864.0,,33356,A 
R0052888,2021,302600,105800,,408400,7565.0,21636.0,,29201,A 
R0052890,2021,294450,304500,,598950,21772.0,21053.0,,42825,A 
R0052892,2021,918000,427200,,1345200,30545.0,65637.0,,96182,A 
R0052894,2021,319700,123000,,442700,8795.0,22859.0,,31654,A 
R0052895,2021,377410,301400,,678810,21550.0,26985.0,,48535,A 
R0052896,2021,456920,112000,,568920,8008.0,32670.0,,40678,A 
R0052898,2021,318700,305100,,623800,21815.0,22787.0,,44602,A 
R0052899,2021,283400,70500,,353900,5041.0,20263.0,,25304,A 
R0052901,2021,593420,395800,,989220,28300.0,44969.0,,73269,A 
R0052903,2021,287500,86000,,373500,6149.0,20556.0,,26705,A 
R0052922,2021,347100,101900,,449000,7286.0,24818.0,,32104,A 
R0052923,2021,410100,93900,,504000,6714.0,29322.0,,36036,A 
R0052932,2021,275850,303700,,579550,21715.0,19723.0,,41438,A 
R0052934,2021,459230,173300,,632530,12391.0,32835.0,,45226,A 
R0052937,2021,1190300,236800,,1427100,16931.0,85106.0,,102037,A 
R0052938,2021,933900,110500,,1044400,7901.0,66774.0,,74675,A 
R0052939,2021,746400,109400,,855800,7822.0,53368.0,,61190,A 
R0052940,2021,1041890,110500,,1152390,7901.0,74495.0,,82396,A 
R0052942,2021,575300,120600,,695900,8623.0,41134.0,,49757,A 
R0052958,2021,689600,210800,,900400,15072.0,49306.0,,64378,A 
R0052965,2021,444580,134600,,579180,9624.0,31787.0,,41411,A 
R0052967,2021,413400,151800,,565200,10854.0,29557.0,,40411,A 
R0052973,2021,527000,169200,,696200,12098.0,37681.0,,49779,A 
R0052975,2021,546900,219900,,766800,15723.0,39103.0,,54826,A 
R0052979,2021,264200,289400,,553600,20692.0,18890.0,,39582,A 
R0052981,2021,381700,113400,,495100,8108.0,27292.0,,35400,A 
R0052982,2021,341500,148800,,490300,10639.0,24417.0,,35056,A 
R0052984,2021,397300,89400,,486700,6392.0,28407.0,,34799,A 
R0052986,2021,414410,116200,,530610,8308.0,29631.0,,37939,A 
R0052987,2021,348080,311600,,659680,22279.0,24888.0,,47167,A 
R0052989,2021,1025160,348400,,1373560,24911.0,73299.0,,98210,A 
R0052994,2021,362100,88400,,450500,6321.0,25890.0,,32211,A 
R0052998,2021,583200,122100,,705300,8730.0,41699.0,,50429,A 
R0053001,2021,484000,251000,,735000,17947.0,34606.0,,52553,A 
R0053002,2021,459200,480800,,940000,34377.0,32832.0,,67209,A 
R0053005,2021,371200,92500,,463700,6614.0,26541.0,,33155,A 
R0053006,2021,308300,64000,,372300,4576.0,22043.0,,26619,A 
R0053013,2021,530700,112200,,642900,8022.0,37945.0,,45967,A 
R0053024,2021,319350,353600,,672950,25282.0,22833.0,,48115,A 
R0053025,2021,395400,106100,,501500,7586.0,28271.0,,35857,A 
R0053028,2021,704430,348400,,1052830,24911.0,50366.0,,75277,A 
R0053031,2021,441090,91400,,532490,6535.0,31538.0,,38073,A 
R0053036,2021,334200,67900,,402100,4855.0,23895.0,,28750,A 
R0053042,2021,555380,183700,,739080,13135.0,39709.0,,52844,A 
R0053043,2021,303260,106100,,409360,7586.0,21683.0,,29269,A 
R0053057,2021,245450,383900,,629350,27449.0,17550.0,,44999,A 
R0053060,2021,353400,95300,,448700,6814.0,25268.0,,32082,A 
R0053062,2021,219600,306300,,525900,21900.0,15701.0,,37601,A 
R0053068,2021,149750,441600,,591350,31574.0,10706.0,,42280,A 
R0053069,2021,619400,133800,,753200,9567.0,44287.0,,53854,A 
R0053081,2021,410020,110100,,520120,7872.0,29316.0,,37188,A 
R0053087,2021,505800,237200,,743000,16960.0,36165.0,,53125,A 
R0053088,2021,357100,85600,,442700,6120.0,25533.0,,31653,A 
R0053091,2021,701600,504900,,1206500,36100.0,50164.0,,86264,A 
R0053093,2021,457600,91600,,549200,6549.0,32718.0,,39267,A 
R0053094,2021,559640,330500,,890140,23631.0,40015.0,,63646,A 
R0053095,2021,545670,127500,,673170,9116.0,39015.0,,48131,A 
R0053096,2021,416700,151500,,568200,10832.0,29794.0,,40626,A 
R0053109,2021,551300,106100,,657400,7586.0,39418.0,,47004,A 
R0053110,2021,534720,207800,,742520,14858.0,38232.0,,53090,A 
R0053111,2021,537330,246300,,783630,17610.0,38418.0,,56028,A 
R0053113,2021,507140,216200,,723340,15458.0,36261.0,,51719,A 
R0053117,2021,375670,135300,,510970,9674.0,26861.0,,36535,A 
R0053126,2021,240500,356900,,597400,25518.0,17196.0,,42714,A 
R0053129,2021,142470,408300,,550770,29193.0,10186.0,,39379,A 
R0053137,2021,382400,88100,,470500,6299.0,27342.0,,33641,A 
R0053145,2021,377300,91500,,468800,6542.0,26977.0,,33519,A 
R0053148,2021,356800,87300,,444100,6242.0,25511.0,,31753,A 
R0053151,2021,402800,88100,,490900,6299.0,28800.0,,35099,A 
R0053152,2021,409500,93700,,503200,6700.0,29279.0,,35979,A 
R0053163,2021,407040,91400,,498440,6535.0,29104.0,,35639,A 
R0053165,2021,461600,91400,,553000,6535.0,33004.0,,39539,A 
R0053166,2021,416600,91300,,507900,6528.0,29787.0,,36315,A 
R0053167,2021,398200,91300,,489500,6528.0,28471.0,,34999,A 
R0053168,2021,431810,91300,,523110,6528.0,30875.0,,37403,A 
R0053170,2021,414700,91700,,506400,6557.0,29651.0,,36208,A 
R0053174,2021,432800,91400,,524200,6535.0,30945.0,,37480,A 
R0053177,2021,389900,91700,,481600,6557.0,27878.0,,34435,A 
R0053179,2021,411300,91500,,502800,6542.0,29408.0,,35950,A 
R0053187,2021,419900,130100,,550000,9302.0,30023.0,,39325,A 
R0053188,2021,748000,92000,,840000,6578.0,53482.0,,60060,A 
R0053192,2021,439100,110100,,549200,7872.0,31396.0,,39268,A 
R0053197,2021,376100,93900,,470000,6714.0,26891.0,,33605,A 
R0053203,2021,371000,96600,,467600,6907.0,26527.0,,33434,A 
R0053209,2021,605610,206100,,811710,14736.0,43300.0,,58036,A 
R0053220,2021,356000,110100,,466100,7872.0,25454.0,,33326,A 
R0053221,2021,200860,367100,,567960,26248.0,14361.0,,40609,A 
R0053223,2021,377100,136200,,513300,9738.0,26963.0,,36701,A 
R0053226,2021,286180,303400,,589580,21693.0,20462.0,,42155,A 
R0053227,2021,183090,368700,,551790,26362.0,13091.0,,39453,A 
R0053228,2021,524900,348400,,873300,24911.0,37530.0,,62441,A 
R0053234,2021,418290,164300,,582590,11747.0,29908.0,,41655,A 
R0053237,2021,1084040,257600,,1341640,18418.0,77509.0,,95927,A 
R0053244,2021,555300,141200,,696500,10096.0,39704.0,,49800,A 
R0053248,2021,634960,434400,,1069360,31060.0,45401.0,,76461,A 
R0053249,2021,113190,558810,,672000,39955.0,8093.0,,48048,A 
R0053252,2021,478200,240700,,718900,17210.0,34191.0,,51401,A 
R0053255,2021,734800,118700,,853500,8487.0,52538.0,,61025,A 
R0053256,2021,391700,88800,,480500,6349.0,28007.0,,34356,A 
R0053257,2021,420350,93000,,513350,6650.0,30055.0,,36705,A 
R0053261,2021,388800,87900,,476700,6285.0,27799.0,,34084,A 
R0053275,2021,935700,201300,,1137000,14393.0,66903.0,,81296,A 
R0053278,2021,376500,89900,,466400,6428.0,26920.0,,33348,A 
R0053284,2021,408970,89500,,498470,6399.0,29241.0,,35640,A 
R0053286,2021,243120,360100,,603220,25747.0,17383.0,,43130,A 
R0053289,2021,471720,181300,,653020,12963.0,33727.0,,46690,A 
R0053291,2021,276840,88200,,365040,6306.0,19794.0,,26100,A 
R0053292,2021,421800,132900,,554700,9502.0,30159.0,,39661,A 
R0053300,2021,358800,92500,,451300,6614.0,25654.0,,32268,A 
R0053303,2021,365610,109100,,474710,7801.0,26141.0,,33942,A 
R0053304,2021,345700,89500,,435200,6399.0,24718.0,,31117,A 
R0053305,2021,435300,246300,,681600,17610.0,31124.0,,48734,A 
R0053309,2021,581500,98500,,680000,7043.0,41577.0,,48620,A 
R0053327,2021,303800,357300,,661100,25547.0,21722.0,,47269,A 
R0053335,2021,884110,323100,,1207210,23102.0,63214.0,,86316,A 
R0053336,2021,360500,139900,,500400,10003.0,25776.0,,35779,A 
R0053339,2021,397400,101900,,499300,7286.0,28414.0,,35700,A 
R0053345,2021,596600,138800,,735400,9924.0,42657.0,,52581,A 
R0053348,2021,494200,119600,,613800,8551.0,35335.0,,43886,A 
R0053366,2021,436500,155600,,592100,11125.0,31210.0,,42335,A 
R0053367,2021,409500,101900,,511400,7286.0,29279.0,,36565,A 
R0053368,2021,306370,117300,,423670,8387.0,21906.0,,30293,A 
R0053370,2021,442880,89600,,532480,6406.0,31666.0,,38072,A 
R0053372,2021,555650,144900,,700550,10360.0,39729.0,,50089,A 
R0053375,2021,570840,473000,,1043840,33820.0,40815.0,,74635,A 
R0053381,2021,630900,106100,,737000,7586.0,45109.0,,52695,A 
R0053388,2021,590000,131200,,721200,9381.0,42185.0,,51566,A 
R0053389,2021,511600,214300,,725900,15322.0,36579.0,,51901,A 
R0053391,2021,664619,236100,,900719,16881.0,47520.0,,64401,A 
R0053399,2021,352810,87000,,439810,6221.0,25226.0,,31447,A 
R0053406,2021,365800,103000,,468800,7365.0,26155.0,,33520,A 
R0053411,2021,406090,267300,,673390,19112.0,29259.0,,48371,A 
R0053419,2021,336830,130300,,467130,9316.0,24084.0,,33400,A 
R0053422,2021,386900,237800,,624700,17003.0,27663.0,,44666,A 
R0053427,2021,714400,956800,,1671200,68411.0,51079.0,,119490,A 
R0053432,2021,184800,212100,,396900,15165.0,13213.0,,28378,A 
R0053433,2021,231430,215600,,447030,15415.0,16547.0,,31962,A 
R0053436,2021,333820,111200,,445020,7951.0,23868.0,,31819,A 
R0053438,2021,349820,106100,,455920,7586.0,25012.0,,32598,A 
R0053439,2021,250100,290200,,540300,20749.0,17882.0,,38631,A 
R0053446,2021,269700,20800,,290500,1487.0,19284.0,,20771,A 
R0053451,2021,229600,42500,,272100,3039.0,16416.0,,19455,A 
R0053452,2021,32000,186000,,218000,13299.0,2288.0,,15587,A 
R0053453,2021,44340,174000,,218340,12441.0,3170.0,,15611,A 
R0053454,2021,269500,42800,,312300,3060.0,19269.0,,22329,A 
R0053456,2021,329000,31000,,360000,2217.0,23524.0,,25741,A 
R0053458,2021,359652,37800,,397452,2703.0,25715.0,,28418,A 
R0053460,2021,216400,75600,,292000,5405.0,15473.0,,20878,A 
R0053462,2021,90700,16200,,106900,1158.0,6485.0,,7643,A 
R0053463,2021,266200,22200,,288400,1587.0,19033.0,,20620,A 
R0053464,2021,336700,55100,,391800,3940.0,24074.0,,28014,A 
R0053467,2021,115810,15300,,131110,1094.0,8281.0,,9375,A 
R0053469,2021,143500,19700,,163200,1409.0,10260.0,,11669,A 
R0053477,2021,78900,14700,,93600,1051.0,5641.0,,6692,A 
R0053478,2021,319300,77100,,396400,5513.0,22830.0,,28343,A 
R0053479,2021,409900,43900,,453800,3139.0,29308.0,,32447,A 
R0053480,2021,171200,30600,,201800,2188.0,12241.0,,14429,A 
R0053481,2021,251700,21400,,273100,1530.0,17997.0,,19527,A 
R0053484,2021,240200,36600,,276800,2617.0,17174.0,,19791,A 
R0053485,2021,239200,17000,,256200,1216.0,17103.0,,18319,A 
R0053488,2021,354400,75100,,429500,5370.0,25340.0,,30710,A 
R0053489,2021,11497,107010,,118507,7651.0,822.0,,8473,A 
R0053496,2021,202900,29500,,232400,2109.0,14507.0,,16616,A 
